cluster	status	loglr	df	p	p.adjust	genes
chr6:clu_26685_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26686_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26687_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26688_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26689_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26690_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26691_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26692_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26693_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26694_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26695_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26696_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_26697_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26698_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_26699_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26700_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26701_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26702_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26703_NA	Success	0.0755789677255621	1	0.697431240684228	0.887235304202757	HTR1E
chr6:clu_26704_NA	Success	11.313324373242	3	4.83052128458548e-05	0.00673400777997079	ZNF292
chr6:clu_26705_NA	Success	2.4326261109742	1	0.0274027927308673	0.354078014847209	ZNF292
chr6:clu_26706_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SMIM8
chr6:clu_26707_NA	Not enough valid samples	NA	NA	NA	NA	SMIM8,C6orf163
chr6:clu_26708_NA	Success	3.93980443566034	5	0.162996621061616	0.594453019366308	C6orf163
chr6:clu_26709_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26710_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC01590
chr6:clu_26711_NA	Success	1.57958639720138	2	0.206060307702175	0.633408264080941	C6orf165
chr6:clu_26712_NA	Success	0.924146526985282	1	0.173982052865892	0.603091013899376	C6orf165
chr6:clu_26713_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC35A1
chr6:clu_26714_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC35A1
chr6:clu_26715_NA	Not enough valid samples	NA	NA	NA	NA	RARS2
chr6:clu_26716_NA	Not enough valid samples	NA	NA	NA	NA	RARS2
chr6:clu_26717_NA	Not enough valid samples	NA	NA	NA	NA	RARS2
chr6:clu_26718_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RARS2
chr6:clu_26719_NA	Success	5.78828435862079	8	0.171119581090893	0.601074911460112	RARS2
chr6:clu_26720_NA	Success	1.02555500225276	4	0.72635873267076	0.897356445313755	RARS2
chr6:clu_26721_NA	Not enough valid samples	NA	NA	NA	NA	ORC3
chr6:clu_26722_NA	Success	0.137157969948646	2	0.871832491919486	0.950118739345174	ORC3
chr6:clu_26723_NA	Success	2.30584162587692	1	0.0317548488546795	0.370569028037187	ORC3
chr6:clu_26724_NA	Success	1.08877451947967	1	0.140037318415096	0.570348512698648	ORC3
chr6:clu_26725_NA	Success	0.449565902687027	3	0.825637319346919	0.934834220873978	ORC3
chr6:clu_26726_NA	Success	2.22961784527683	1	0.0347130262816673	0.384043435716207	ORC3
chr6:clu_26727_NA	Success	0.0226142180941906	1	0.831584538020309	0.93523205162464	ORC3
chr6:clu_26728_NA	Success	0.393133503908444	1	0.375231292592821	0.741265035309755	ORC3
chr6:clu_26729_NA	Not enough valid samples	NA	NA	NA	NA	CNR1
chr6:clu_26730_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_26731_NA	Success	1.38827439025187	1	0.0956540894865623	0.513764505506	RNGTT
chr6:clu_26732_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNGTT
chr6:clu_26733_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNGTT
chr6:clu_26734_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNGTT
chr6:clu_26735_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PNRC1
chr6:clu_26736_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26737_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PM20D2
chr6:clu_26738_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PM20D2
chr6:clu_26739_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PM20D2
chr6:clu_26740_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBE2J1
chr6:clu_26741_NA	Success	0.0113538502508845	1	0.880219674615755	0.953417278804717	RRAGD
chr6:clu_26742_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RRAGD
chr6:clu_26743_NA	Not enough valid samples	NA	NA	NA	NA	ANKRD6
chr6:clu_26744_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ANKRD6
chr6:clu_26745_NA	Not enough valid samples	NA	NA	NA	NA	LYRM2
chr6:clu_26746_NA	Success	0.603402123001842	1	0.271965957593769	0.687815841759578	ANKRD6
chr6:clu_26747_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LYRM2
chr6:clu_26748_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MDN1
chr6:clu_26749_NA	Success	1.64062534002196	2	0.193858776727044	0.620974398177312	MDN1
chr6:clu_26750_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MDN1
chr6:clu_26751_NA	Success	0.353058216620553	1	0.400736084502554	0.757233717244826	MDN1
chr6:clu_26752_NA	Success	5.03584313633291	5	0.0732293428072063	0.479336231217728	MDN1
chr6:clu_26753_NA	Success	1.30133672110789	1	0.106683616714946	0.528528284040368	MDN1
chr6:clu_26754_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MDN1
chr6:clu_26755_NA	Success	1.43003573485615	1	0.090803463914097	0.506339747966392	MDN1
chr6:clu_26756_NA	Success	0.708363248923774	1	0.233942957780263	0.655475020987512	MDN1
chr6:clu_26757_NA	Success	0.216809890939459	1	0.51021810085334	0.80835424077619	MDN1
chr6:clu_26758_NA	Not enough valid samples	NA	NA	NA	NA	MDN1
chr6:clu_26759_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MDN1
chr6:clu_26760_NA	Success	0.224281998189085	1	0.503017679563809	0.805046321082946	MDN1
chr6:clu_26761_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MDN1
chr6:clu_26762_NA	Success	2.2893603166998	2	0.101331261041671	0.521357300374694	MDN1
chr6:clu_26763_NA	Not enough valid samples	NA	NA	NA	NA	MDN1
chr6:clu_26764_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MDN1
chr6:clu_26765_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CASP8AP2
chr6:clu_26766_NA	Success	0.30199188628751	3	0.895519777091133	0.958814947635925	CASP8AP2
chr6:clu_26767_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BACH2
chr6:clu_26768_NA	Success	0.109004979426345	1	0.640560431248565	0.864991969467199	MAP3K7
chr6:clu_26769_NA	Success	0.0355487934180019	1	0.78974534794339	0.920027788877253	MAP3K7
chr6:clu_26770_NA	Success	0.317854440909656	2	0.727708705323006	0.897740653180362	MAP3K7
chr6:clu_26771_NA	Not enough valid samples	NA	NA	NA	NA	MAP3K7
chr6:clu_26772_NA	Success	3.18548639085114	2	0.0413581246945343	0.403346766360193	MAP3K7
chr6:clu_26773_NA	Success	0.431181493122139	1	0.353078270515957	0.734782236970682	MAP3K7
chr6:clu_26774_NA	Success	1.12621579187778	1	0.133404631510807	0.560858192681596	MAP3K7
chr6:clu_26775_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPHA7
chr6:clu_26776_NA	Not enough valid samples	NA	NA	NA	NA	EPHA7
chr6:clu_26777_NA	Not enough valid samples	NA	NA	NA	NA	EPHA7
chr6:clu_26778_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26779_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26780_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26781_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_26782_NA	Success	0.208181954097171	1	0.518756982194225	0.810243177900819	FUT9
chr6:clu_26783_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FUT9
chr6:clu_26784_NA	Success	0.154885256017536	2	0.856513451609795	0.943793288486076	GPR63
chr6:clu_26785_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NDUFAF4
chr6:clu_26786_NA	Not enough valid samples	NA	NA	NA	NA	KLHL32
chr6:clu_26787_NA	Not enough valid samples	NA	NA	NA	NA	KLHL32
chr6:clu_26788_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KLHL32
chr6:clu_26789_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LOC101927314
chr6:clu_26790_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBXL4
chr6:clu_26791_NA	Success	1.32424918555188	2	0.26600260272925	0.685022893310846	FAXC
chr6:clu_26792_NA	Success	2.44285528218052	4	0.299226600570129	0.700798904171795	PNISR
chr6:clu_26793_NA	Success	0.725330740445258	1	0.228421841966871	0.650579713343524	NA
chr6:clu_26794_NA	Success	0.0553877250131336	4	0.998521580200631	0.999988804741006	PNISR
chr6:clu_26795_NA	Success	0.249294561364877	2	0.779350373061062	0.917161396617212	PNISR
chr6:clu_26796_NA	Success	0.0973805407305122	1	0.658983203279317	0.872692295584582	PNISR
chr6:clu_26797_NA	Success	0.15687707383961	2	0.854809130763819	0.943504123742362	PNISR
chr6:clu_26798_NA	Success	0.429718805494304	1	0.353896119994215	0.734782236970682	PNISR
chr6:clu_26799_NA	Success	3.40227442673677	4	0.14658451770695	0.576566682830688	PNISR
chr6:clu_26800_NA	Not enough valid samples	NA	NA	NA	NA	USP45
chr6:clu_26801_NA	Success	0.395461256300052	2	0.673369371740725	0.878433342843428	USP45
chr6:clu_26802_NA	Not enough valid samples	NA	NA	NA	NA	USP45
chr6:clu_26803_NA	Success	2.96837091519944	3	0.114728761661532	0.537558670360468	USP45
chr6:clu_26804_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TSTD3
chr6:clu_26805_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TSTD3
chr6:clu_26806_NA	Not enough valid samples	NA	NA	NA	NA	CCNC
chr6:clu_26807_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26808_NA	Not enough valid samples	NA	NA	NA	NA	CCNC
chr6:clu_26809_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MCHR2
chr6:clu_26810_NA	Not enough valid samples	NA	NA	NA	NA	MCHR2
chr6:clu_26811_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ASCC3
chr6:clu_26812_NA	Not enough valid samples	NA	NA	NA	NA	ASCC3
chr6:clu_26813_NA	Success	5.32410105278461	3	0.0137885329112992	0.27301824474657	ASCC3
chr6:clu_26814_NA	Success	0.204522172535007	3	0.93836787262005	0.976122110915442	ASCC3
chr6:clu_26815_NA	Success	1.11822029646905	1	0.134790945451969	0.563641424111274	ASCC3
chr6:clu_26816_NA	Success	0.00104183059278284	1	0.963591497806783	0.984425756687452	ASCC3
chr6:clu_26817_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26818_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRIK2
chr6:clu_26819_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRIK2
chr6:clu_26820_NA	Success	1.82352730362173	1	0.0561684606281653	0.44314978992652	GRIK2
chr6:clu_26821_NA	Success	0.0147653009764781	2	0.985343171547242	0.993928913652422	GRIK2
chr6:clu_26822_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GRIK2
chr6:clu_26823_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GRIK2
chr6:clu_26824_NA	Success	1.42292035292046	1	0.0916106637926108	0.507276225273523	GRIK2
chr6:clu_26825_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRIK2
chr6:clu_26826_NA	Success	0.187706841791851	2	0.828857658045272	0.93523205162464	GRIK2
chr6:clu_26827_NA	Success	1.05328917278877	2	0.348788634243683	0.731737331359598	HACE1
chr6:clu_26828_NA	Success	3.3476070276115	4	0.15289842874283	0.583459901124662	HACE1
chr6:clu_26829_NA	Success	0.999087998023469	1	0.157488626025795	0.588429071380698	HACE1
chr6:clu_26830_NA	Success	2.44075517630029	4	0.299672759600771	0.700880303916561	HACE1
chr6:clu_26831_NA	Success	3.65197336234178	12	0.836891284916027	0.93700080388257	HACE1
chr6:clu_26832_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HACE1
chr6:clu_26833_NA	Not enough valid samples	NA	NA	NA	NA	POPDC3
chr6:clu_26834_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PREP
chr6:clu_26835_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PREP
chr6:clu_26836_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRDM1
chr6:clu_26837_NA	Success	0.862186657650227	3	0.631528714119058	0.861486407251717	ATG5
chr6:clu_26838_NA	Success	1.06326486335041	2	0.34532652393837	0.730042965934006	ATG5
chr6:clu_26839_NA	Success	1.19951600206852	2	0.301340024571408	0.700880303916561	ATG5
chr6:clu_26840_NA	Success	0.262251759597092	1	0.468926905654495	0.789574190617286	RTN4IP1
chr6:clu_26841_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RTN4IP1
chr6:clu_26842_NA	Not enough valid samples	NA	NA	NA	NA	QRSL1
chr6:clu_26843_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	QRSL1
chr6:clu_26844_NA	Not enough valid samples	NA	NA	NA	NA	QRSL1
chr6:clu_26845_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C6orf203
chr6:clu_26846_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C6orf203
chr6:clu_26847_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PDSS2
chr6:clu_26848_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PDSS2
chr6:clu_26849_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SOBP
chr6:clu_26850_NA	Success	0.0744872442870133	1	0.69951730624887	0.888150219232412	SOBP
chr6:clu_26851_NA	Success	9.25346331454239	6	0.00508269998350066	0.166454390570771	SOBP
chr6:clu_26852_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26853_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEC63
chr6:clu_26854_NA	Success	0.10696171295217	2	0.898560075544305	0.96018859966361	SEC63
chr6:clu_26855_NA	Success	0.404832305082664	1	0.368219427373547	0.739066196084822	SEC63
chr6:clu_26856_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEC63
chr6:clu_26857_NA	Success	1.1473515237592	3	0.51353642191633	0.808812306929486	SEC63
chr6:clu_26858_NA	Success	0.750988845582611	2	0.471899686029549	0.790663823466107	OSTM1
chr6:clu_26859_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OSTM1
chr6:clu_26860_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX3
chr6:clu_26861_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LACE1
chr6:clu_26862_NA	Not enough valid samples	NA	NA	NA	NA	LACE1
chr6:clu_26863_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LACE1
chr6:clu_26864_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LACE1
chr6:clu_26865_NA	Not enough valid samples	NA	NA	NA	NA	LACE1
chr6:clu_26866_NA	Success	0.00682997717555622	1	0.906958469654281	0.962669366493833	FOXO3,LINC00222
chr6:clu_26867_NA	Success	2.19921506447059	3	0.221530994854596	0.64584290103504	ARMC2
chr6:clu_26868_NA	Success	4.53146716580045	5	0.106580096170423	0.528528284040368	ARMC2
chr6:clu_26869_NA	Not enough valid samples	NA	NA	NA	NA	ARMC2
chr6:clu_26870_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARMC2
chr6:clu_26871_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARMC2
chr6:clu_26872_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARMC2
chr6:clu_26873_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARMC2
chr6:clu_26874_NA	Not enough valid samples	NA	NA	NA	NA	ARMC2
chr6:clu_26875_NA	Success	0.000691756286329337	1	0.970329047807054	0.987268414752694	SESN1
chr6:clu_26876_NA	Not enough valid samples	NA	NA	NA	NA	SESN1
chr6:clu_26877_NA	Success	0.913763316514917	3	0.608963230419066	0.850672192138886	CEP57L1
chr6:clu_26878_NA	Success	1.17944633595894	1	0.124570585475517	0.54964506405707	CEP57L1
chr6:clu_26879_NA	Success	2.02231151164625	3	0.256685790117773	0.676661645910129	CEP57L1
chr6:clu_26880_NA	Success	1.08990941791242	1	0.13983092074261	0.570348512698648	CEP57L1
chr6:clu_26881_NA	Not enough valid samples	NA	NA	NA	NA	CEP57L1
chr6:clu_26882_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26883_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26884_NA	Not enough valid samples	NA	NA	NA	NA	CD164
chr6:clu_26885_NA	Not enough valid samples	NA	NA	NA	NA	PPIL6
chr6:clu_26886_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPIL6
chr6:clu_26887_NA	Not enough valid samples	NA	NA	NA	NA	MICAL1
chr6:clu_26888_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MICAL1
chr6:clu_26889_NA	Not enough valid samples	NA	NA	NA	NA	MICAL1
chr6:clu_26890_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MICAL1
chr6:clu_26891_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MICAL1
chr6:clu_26892_NA	Success	7.15503052731071	3	0.00251209345866201	0.108820970322974	ZBTB24
chr6:clu_26893_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26894_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AK9
chr6:clu_26895_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_26896_NA	Not enough valid samples	NA	NA	NA	NA	AK9
chr6:clu_26897_NA	Success	8.34157546595088	4	0.00222699853510214	0.102087724287132	AK9
chr6:clu_26898_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AK9
chr6:clu_26899_NA	Success	0.0997595947833361	1	0.65510922254215	0.870890043781549	AK9
chr6:clu_26900_NA	Success	2.46186000216892	5	0.425260335649695	0.769430988278453	AK9
chr6:clu_26901_NA	Success	0.0904537124244769	2	0.913516617391764	0.964865099315393	FIG4
chr6:clu_26902_NA	Success	0.690756509257824	2	0.501196765617679	0.8036807755558	FIG4
chr6:clu_26903_NA	Success	2.47980653318604	2	0.0837594286945731	0.494597748376197	FIG4
chr6:clu_26904_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FIG4
chr6:clu_26905_NA	Success	0.13579801428375	1	0.602263146836627	0.848147814844784	FIG4
chr6:clu_26906_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WASF1
chr6:clu_26907_NA	Success	2.26189003961349	1	0.0334268989413755	0.376865452982765	WASF1
chr6:clu_26908_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WASF1
chr6:clu_26909_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WASF1
chr6:clu_26910_NA	Success	1.69407535086327	3	0.335560942844565	0.722460901069203	WASF1
chr6:clu_26911_NA	Success	0.0373410006413195	1	0.784637927786556	0.919070267130667	CDC40
chr6:clu_26912_NA	Success	1.19601611148732	1	0.121954997824859	0.549271038106079	CDC40
chr6:clu_26913_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDC40
chr6:clu_26914_NA	Success	0.0012793499697068	1	0.959657336514624	0.983784664959242	CDC40
chr6:clu_26915_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_26916_NA	Not enough valid samples	NA	NA	NA	NA	METTL24
chr6:clu_26917_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	METTL24
chr6:clu_26918_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDK19
chr6:clu_26919_NA	Success	1.40406235762669	2	0.245597230895864	0.666692772427369	CDK19
chr6:clu_26920_NA	Success	1.87056764670183	3	0.290807727841928	0.698430660791889	CDK19
chr6:clu_26921_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CDK19
chr6:clu_26922_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPF2
chr6:clu_26923_NA	Not enough valid samples	NA	NA	NA	NA	RPF2
chr6:clu_26924_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC16A10
chr6:clu_26925_NA	Success	2.4790628004867	4	0.291621120090718	0.699011400762566	SLC16A10,KIAA1919
chr6:clu_26926_NA	Success	1.36544063076508	4	0.603821706247801	0.848525367341277	KIAA1919
chr6:clu_26927_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26928_NA	Success	2.53423480969082	3	0.166851573080199	0.599048159881149	REV3L
chr6:clu_26929_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26930_NA	Success	2.21164265012328	2	0.109520596653296	0.529346176933737	REV3L
chr6:clu_26931_NA	Success	3.0102875111005	3	0.110613485119084	0.530245684241854	REV3L
chr6:clu_26932_NA	Success	0.153411779977858	1	0.579635948511075	0.836968921217683	REV3L
chr6:clu_26933_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	REV3L
chr6:clu_26934_NA	Success	2.82255223936522	3	0.130212808417412	0.55718321305903	REV3L
chr6:clu_26935_NA	Success	0.718787564101376	1	0.230532140790455	0.651984196373426	REV3L
chr6:clu_26936_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	REV3L
chr6:clu_26937_NA	Success	6.15377252885639	4	0.0152049737405306	0.281748921956722	REV3L
chr6:clu_26938_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26939_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAF3IP2-AS1
chr6:clu_26940_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAF3IP2-AS1
chr6:clu_26941_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FYN
chr6:clu_26942_NA	Success	2.73121990612651	2	0.0651397767660935	0.463377260811987	TUBE1
chr6:clu_26943_NA	Success	1.36713028987606	2	0.254837220184201	0.674750985502195	TUBE1
chr6:clu_26944_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TUBE1
chr6:clu_26945_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LAMA4
chr6:clu_26946_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LAMA4
chr6:clu_26947_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26948_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FLJ34503
chr6:clu_26949_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDAC2
chr6:clu_26950_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HDAC2
chr6:clu_26951_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LOC101927768
chr6:clu_26952_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LOC101927768
chr6:clu_26953_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LOC101927768
chr6:clu_26954_NA	<=1 sample with coverage>0	NA	NA	NA	NA	LOC101927768
chr6:clu_26955_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26956_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26957_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26958_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_26959_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NT5DC1
chr6:clu_26960_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NT5DC1
chr6:clu_26961_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NT5DC1
chr6:clu_26962_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NT5DC1
chr6:clu_26963_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DSE
chr6:clu_26964_NA	Not enough valid samples	NA	NA	NA	NA	RWDD1
chr6:clu_26965_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RSPH4A
chr6:clu_26966_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZUFSP
chr6:clu_26967_NA	Not enough valid samples	NA	NA	NA	NA	KPNA5
chr6:clu_26968_NA	Success	0.384387560658297	1	0.380596245257958	0.743791516073408	KPNA5
chr6:clu_26969_NA	Success	1.11215073001489	1	0.135854089045794	0.564975907643063	KPNA5
chr6:clu_26970_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ROS1
chr6:clu_26971_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ROS1
chr6:clu_26972_NA	Not enough valid samples	NA	NA	NA	NA	ROS1
chr6:clu_26973_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ROS1
chr6:clu_26974_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ROS1
chr6:clu_26975_NA	Not enough valid samples	NA	NA	NA	NA	ROS1
chr6:clu_26976_NA	Not enough valid samples	NA	NA	NA	NA	ROS1
chr6:clu_26977_NA	Success	1.7523281638741	1	0.0611965413615089	0.453231046195818	ROS1
chr6:clu_26978_NA	Not enough valid samples	NA	NA	NA	NA	ROS1
chr6:clu_26979_NA	Not enough valid samples	NA	NA	NA	NA	ROS1
chr6:clu_26980_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DCBLD1
chr6:clu_26981_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DCBLD1
chr6:clu_26982_NA	Success	3.2673094958227	3	0.0883071694447978	0.500261812187004	GOPC
